0,0,0,111,10,110,1,0,0,0,0,0,1,0
1,0,1,110,10,110,1,0,0,0,1,0,0,1
10,0,10,101,1,11,1,0,0,0,2,0,0,0
11,0,11,100,1,11,1,0,0,0,3,0,0,0
100,0,100,11,1,11,1,0,0,0,4,0,0,1
101,0,101,10,0,0,1,0,0,0,5,0,0,0
110,0,110,1,0,0,1,0,0,0,6,0,0,0
111,0,111,0,0,0,1,0,0,0,7,0,0,1
0,1,1,110,10,110,1,1,1,0,0,0,1,1
1,1,1,110,10,110,1,1,1,0,1,0,0,0
10,1,11,100,1,11,1,1,1,0,2,0,0,0
11,1,11,100,1,11,1,1,1,0,3,0,0,0
100,1,101,10,0,0,1,1,1,0,4,0,0,0
101,1,101,10,0,0,1,1,1,0,5,0,0,0
110,1,111,0,0,0,1,1,1,0,6,0,0,1
111,1,111,0,0,0,1,1,1,0,7,0,0,0
0,10,10,101,1,11,1,2,0,0,0,0,1,0
1,10,11,100,1,11,1,2,0,0,1,0,0,0
10,10,10,101,1,11,1,2,0,0,2,0,0,0
11,10,11,100,1,11,1,2,0,0,3,0,0,0
100,10,110,1,0,0,1,2,0,0,4,0,0,0
101,10,111,0,0,0,1,2,0,0,5,0,0,1
110,10,110,1,0,0,1,2,0,0,6,0,0,0
111,10,111,0,0,0,1,2,0,0,7,0,0,0
0,11,11,100,1,11,1,3,0,0,0,0,1,0
1,11,11,100,1,11,1,3,0,0,1,0,0,0
10,11,11,100,1,11,1,3,0,0,2,0,0,0
11,11,11,100,1,11,1,3,0,0,3,0,0,0
100,11,111,0,0,0,1,3,0,0,4,0,0,1
101,11,111,0,0,0,1,3,0,0,5,0,0,0
110,11,111,0,0,0,1,3,0,0,6,0,0,0
111,11,111,0,0,0,1,3,0,0,7,0,0,0
0,100,100,11,1,11,1,4,1,0,0,0,1,1
1,100,101,10,0,0,1,4,1,0,1,0,0,0
10,100,110,1,0,0,1,4,1,0,2,0,0,0
11,100,111,0,0,0,1,4,1,0,3,0,0,1
100,100,100,11,1,11,1,4,1,0,4,0,0,0
101,100,101,10,0,0,1,4,1,0,5,0,0,0
110,100,110,1,0,0,1,4,1,0,6,0,0,0
111,100,111,0,0,0,1,4,1,0,7,0,0,0
0,101,101,10,0,0,1,5,0,0,0,0,1,0
1,101,101,10,0,0,1,5,0,0,1,0,0,0
10,101,111,0,0,0,1,5,0,0,2,0,0,1
11,101,111,0,0,0,1,5,0,0,3,0,0,0
100,101,101,10,0,0,1,5,0,0,4,0,0,0
101,101,101,10,0,0,1,5,0,0,5,0,0,0
110,101,111,0,0,0,1,5,0,0,6,0,0,0
111,101,111,0,0,0,1,5,0,0,7,0,0,0
0,110,110,1,0,0,1,6,0,0,0,0,1,0
1,110,111,0,0,0,1,6,0,0,1,0,0,1
10,110,110,1,0,0,1,6,0,0,2,0,0,0
11,110,111,0,0,0,1,6,0,0,3,0,0,0
100,110,110,1,0,0,1,6,0,0,4,0,0,0
101,110,111,0,0,0,1,6,0,0,5,0,0,0
110,110,110,1,0,0,1,6,0,0,6,0,0,0
111,110,111,0,0,0,1,6,0,0,7,0,0,0
0,111,111,0,0,0,1,7,1,0,0,0,1,1
1,111,111,0,0,0,1,7,1,0,1,0,0,0
10,111,111,0,0,0,1,7,1,0,2,0,0,0
11,111,111,0,0,0,1,7,1,0,3,0,0,0
100,111,111,0,0,0,1,7,1,0,4,0,0,0
101,111,111,0,0,0,1,7,1,0,5,0,0,0
110,111,111,0,0,0,1,7,1,0,6,0,0,0
111,111,111,0,0,0,1,7,1,0,7,0,0,0
0,0,0,111,10,110,2,0,0,1,0,1,0,0
1,0,1,110,10,110,2,0,1,1,1,1,1,1
10,0,10,101,1,11,2,0,1,1,2,1,0,0
11,0,11,100,1,11,2,0,1,1,3,1,0,0
100,0,100,11,1,11,2,0,2,1,4,1,1,1
101,0,101,10,0,0,2,0,2,1,5,1,0,0
110,0,110,1,0,0,2,0,2,1,6,1,0,0
111,0,111,0,0,0,2,0,3,1,7,1,1,1
0,1,1,110,10,110,2,1,0,1,0,1,0,1
1,1,1,110,10,110,2,1,0,1,1,1,1,0
10,1,11,100,1,11,2,1,0,1,2,1,0,0
11,1,11,100,1,11,2,1,0,1,3,1,0,0
100,1,101,10,0,0,2,1,0,1,4,1,1,0
101,1,101,10,0,0,2,1,0,1,5,1,0,0
110,1,111,0,0,0,2,1,0,1,6,1,0,1
111,1,111,0,0,0,2,1,0,1,7,1,1,0
0,10,10,101,1,11,2,2,0,1,0,1,0,0
1,10,11,100,1,11,2,2,0,1,1,1,1,0
10,10,10,101,1,11,2,2,0,1,2,1,0,0
11,10,11,100,1,11,2,2,0,1,3,1,0,0
100,10,110,1,0,0,2,2,0,1,4,1,1,0
101,10,111,0,0,0,2,2,0,1,5,1,0,1
110,10,110,1,0,0,2,2,0,1,6,1,0,0
111,10,111,0,0,0,2,2,0,1,7,1,1,0
0,11,11,100,1,11,2,3,0,1,0,1,0,0
1,11,11,100,1,11,2,3,0,1,1,1,1,0
10,11,11,100,1,11,2,3,0,1,2,1,0,0
11,11,11,100,1,11,2,3,0,1,3,1,0,0
100,11,111,0,0,0,2,3,1,1,4,1,1,1
101,11,111,0,0,0,2,3,1,1,5,1,0,0
110,11,111,0,0,0,2,3,1,1,6,1,0,0
111,11,111,0,0,0,2,3,1,1,7,1,1,0
0,100,100,11,1,11,2,4,0,1,0,1,0,1
1,100,101,10,0,0,2,4,0,1,1,1,1,0
10,100,110,1,0,0,2,4,0,1,2,1,0,0
11,100,111,0,0,0,2,4,0,1,3,1,0,1
100,100,100,11,1,11,2,4,0,1,4,1,1,0
101,100,101,10,0,0,2,4,0,1,5,1,0,0
110,100,110,1,0,0,2,4,0,1,6,1,0,0
111,100,111,0,0,0,2,4,0,1,7,1,1,0
0,101,101,10,0,0,2,5,0,1,0,1,0,0
1,101,101,10,0,0,2,5,0,1,1,1,1,0
10,101,111,0,0,0,2,5,0,1,2,1,0,1
11,101,111,0,0,0,2,5,0,1,3,1,0,0
100,101,101,10,0,0,2,5,0,1,4,1,1,0
101,101,101,10,0,0,2,5,0,1,5,1,0,0
110,101,111,0,0,0,2,5,0,1,6,1,0,0
111,101,111,0,0,0,2,5,0,1,7,1,1,0
0,110,110,1,0,0,2,6,0,1,0,1,0,0
1,110,111,0,0,0,2,6,1,1,1,1,1,1
10,110,110,1,0,0,2,6,1,1,2,1,0,0
11,110,111,0,0,0,2,6,1,1,3,1,0,0
100,110,110,1,0,0,2,6,1,1,4,1,1,0
101,110,111,0,0,0,2,6,1,1,5,1,0,0
110,110,110,1,0,0,2,6,1,1,6,1,0,0
111,110,111,0,0,0,2,6,1,1,7,1,1,0
0,111,111,0,0,0,2,7,0,1,0,1,0,1
1,111,111,0,0,0,2,7,0,1,1,1,1,0
10,111,111,0,0,0,2,7,0,1,2,1,0,0
11,111,111,0,0,0,2,7,0,1,3,1,0,0
100,111,111,0,0,0,2,7,0,1,4,1,1,0
101,111,111,0,0,0,2,7,0,1,5,1,0,0
110,111,111,0,0,0,2,7,0,1,6,1,0,0
111,111,111,0,0,0,2,7,0,1,7,1,1,0
0,0,0,111,10,110,3,0,0,2,0,10,3,0
1,0,1,110,10,110,3,0,0,2,1,10,0,1
10,0,10,101,1,11,3,0,0,2,2,10,0,0
11,0,11,100,1,11,3,0,0,2,3,10,1,0
100,0,100,11,1,11,3,0,0,2,4,10,0,1
101,0,101,10,0,0,3,0,0,2,5,10,0,0
110,0,110,1,0,0,3,0,0,2,6,10,1,0
111,0,111,0,0,0,3,0,0,2,7,10,0,1
0,1,1,110,10,110,3,1,3,2,0,10,3,1
1,1,1,110,10,110,3,1,3,2,1,10,0,0
10,1,11,100,1,11,3,1,3,2,2,10,0,0
11,1,11,100,1,11,3,1,3,2,3,10,1,0
100,1,101,10,0,0,3,1,3,2,4,10,0,0
101,1,101,10,0,0,3,1,3,2,5,10,0,0
110,1,111,0,0,0,3,1,4,2,6,10,1,1
111,1,111,0,0,0,3,1,4,2,7,10,0,0
0,10,10,101,1,11,3,2,0,2,0,10,3,0
1,10,11,100,1,11,3,2,0,2,1,10,0,0
10,10,10,101,1,11,3,2,0,2,2,10,0,0
11,10,11,100,1,11,3,2,0,2,3,10,1,0
100,10,110,1,0,0,3,2,0,2,4,10,0,0
101,10,111,0,0,0,3,2,0,2,5,10,0,1
110,10,110,1,0,0,3,2,0,2,6,10,1,0
111,10,111,0,0,0,3,2,0,2,7,10,0,0
0,11,11,100,1,11,3,3,0,2,0,10,3,0
1,11,11,100,1,11,3,3,0,2,1,10,0,0
